"data","precipitacao","pressao","pressaoMaxAnt","pressaoMinAnt","radiacaoGlobal","temperatura","temperaturaMaxAnt","temperaturaMinAnt","temperaturaOrvalho","temperaturaOrvalhoMaxAnt","temperaturaOrvalhoMinAnt","umidade","umidadeMaxAnt","umidadeMinAnt","ventoDir","ventoMax","ventoVel","energiaGerada"
"2020-10-18 05:00",0.0,1000.8,1000.9,1000.6,0.0,16.0,16.9,15.9,12.1,12.9,12.1,78.0,82.0,75.0,38.0,4.7,1.5,13.35,
"2020-10-07 15:00",0.0,1000.2,1000.7,1000.2,1449.1,21.5,22.4,20.7,14.7,15.9,14.0,65.0,71.0,63.0,256.0,5.3,1.9,789.71,
"2020-10-07 14:00",0.0,1000.6,1000.7,1000.2,2634.8,22.0,22.0,19.9,15.2,15.8,14.0,65.0,73.0,63.0,209.0,5.3,2.1,1295.08,
"2020-10-07 13:00",0.0,1000.2,1000.6,1000.2,2420.7,20.2,21.0,19.1,15.1,16.3,14.1,73.0,76.0,69.0,170.0,5.2,2.2,1964.88,
"2020-10-05 09:00",0.0,1000.0,1000.0,999.7,1411.5,19.0,19.2,17.5,16.0,16.5,15.3,83.0,87.0,81.0,284.0,5.1,2.9,900.61,
"2020-10-05 08:00",0.0,999.7,1000.0,999.7,593.7,17.5,17.6,16.1,15.3,15.6,14.8,87.0,92.0,86.0,353.0,3.6,1.5,913.76,
"2020-10-17 18:00",0.0,1002.2,1002.8,1002.2,438.9,23.2,25.1,23.1,10.0,10.2,9.1,43.0,43.0,37.0,106.0,5.6,3.2,24.20,
"2020-10-28 07:00",0.0,994.0,994.0,993.0,322.3,18.0,18.0,17.6,13.0,13.1,12.5,72.0,74.0,72.0,277.0,8.6,4.7,564.18,
"2020-10-28 08:00",0.0,994.3,994.3,994.0,1439.7,20.3,20.3,18.0,14.7,14.7,12.9,70.0,74.0,69.0,266.0,8.6,5.4,1620.17,
"2020-10-28 09:00",0.0,994.6,994.6,994.2,2321.5,22.0,22.0,20.2,15.9,15.9,14.5,68.0,71.0,66.0,262.0,9.1,5.8,1956.73,
"2020-10-17 13:00",0.0,1005.5,1006.2,1005.5,2440.3,25.1,25.8,24.7,11.4,12.3,10.7,43.0,45.0,41.0,70.0,7.9,2.6,1220.45,
"2020-10-17 12:00",0.0,1006.2,1007.3,1006.2,3494.9,25.1,26.0,23.5,11.6,12.5,10.8,43.0,48.0,40.0,78.0,7.4,3.6,2300.73,
"2020-10-17 11:00",0.0,1007.3,1008.2,1007.3,3333.5,24.2,24.3,22.5,12.0,12.4,10.8,46.0,51.0,44.0,64.0,8.5,3.5,2583.51,
"2020-10-28 05:00",0.0,992.4,992.4,991.6,0.0,17.5,17.6,17.4,12.3,12.6,12.1,72.0,73.0,70.0,285.0,6.4,2.9,11.40,
"2020-10-17 10:00",0.0,1008.2,1008.8,1008.2,2902.8,22.5,22.9,20.8,11.1,12.5,11.0,49.0,57.0,47.0,39.0,6.7,3.4,2540.17,
"2020-10-28 06:00",0.0,993.0,993.0,992.4,53.5,17.6,17.6,17.5,12.6,12.6,12.1,73.0,73.0,70.0,287.0,6.2,4.5,117.18,
"2020-10-05 07:00",0.0,999.7,999.9,999.5,141.2,16.1,16.1,15.5,14.8,14.8,14.4,92.0,93.0,92.0,60.0,3.6,1.9,269.24,
"2020-10-17 17:00",0.0,1002.8,1003.1,1002.7,1349.4,25.1,26.4,25.1,9.5,10.7,9.2,37.0,39.0,35.0,88.0,6.9,2.6,264.72,
"2020-10-05 06:00",0.0,999.5,999.5,999.1,4.5,15.5,15.5,14.7,14.4,14.4,13.7,93.0,94.0,93.0,98.0,3.0,1.5,37.14,
"2020-10-17 16:00",0.0,1003.1,1003.8,1003.1,1573.3,26.4,26.9,25.3,11.0,11.7,8.8,38.0,41.0,34.0,93.0,6.3,2.7,881.20,
"2020-10-17 15:00",0.0,1003.8,1004.3,1003.8,2375.6,26.5,26.6,25.2,11.1,12.3,9.7,38.0,44.0,36.0,77.0,7.4,3.3,1362.40,
"2020-10-17 14:00",0.0,1004.3,1005.5,1004.3,1569.1,25.4,25.6,24.6,10.7,12.1,10.5,40.0,45.0,40.0,79.0,7.1,3.3,1395.03,
"2020-10-05 10:00",0.0,999.9,1000.1,999.9,788.4,18.7,19.3,18.4,15.8,16.5,15.4,83.0,85.0,81.0,260.0,6.6,4.2,859.49,
"2020-10-17 09:00",0.0,1008.8,1009.1,1008.8,2278.4,20.8,21.0,19.5,12.0,12.2,11.0,57.0,61.0,55.0,81.0,7.6,3.9,2145.24,
"2020-10-17 08:00",0.0,1009.0,1009.0,1008.6,1497.5,19.6,19.7,16.6,11.3,13.9,11.3,59.0,79.0,59.0,64.0,7.2,4.2,1570.16,
"2020-10-06 18:00",0.0,1001.3,1001.4,1000.8,248.4,18.8,20.9,18.8,13.0,13.2,10.8,69.0,69.0,52.0,99.0,5.7,2.9,21.69,
"2020-10-17 07:00",0.0,1008.6,1008.6,1007.9,681.4,16.7,16.7,14.5,12.9,12.9,12.2,78.0,86.0,78.0,101.0,4.3,2.8,903.17,
"2020-10-29 17:00",0.0,1004.6,1004.6,1004.1,1151.5,19.4,20.3,19.4,8.6,11.5,8.6,50.0,58.0,47.0,83.0,7.0,3.0,445.17,
"2020-10-29 18:00",0.0,1005.2,1005.2,1004.5,422.5,18.5,19.6,18.5,10.0,10.0,8.8,58.0,58.0,50.0,69.0,5.4,2.8,73.83,
"2020-10-29 19:00",0.0,1005.7,1005.7,1005.2,31.7,17.6,18.5,17.6,11.5,11.6,9.9,67.0,68.0,58.0,99.0,4.9,2.3,0.00,
"2020-10-06 13:00",0.0,1002.1,1002.9,1002.1,3265.6,21.0,21.6,19.6,11.4,12.9,8.8,54.0,60.0,47.0,203.0,4.6,1.7,2326.85,
"2020-10-29 13:00",0.0,1003.5,1003.8,1003.5,1636.1,19.3,19.8,18.6,8.4,10.7,7.2,49.0,57.0,45.0,171.0,7.1,4.0,1271.31,
"2020-10-06 12:00",0.0,1002.9,1004.0,1002.9,3288.4,20.0,20.1,18.4,9.9,11.4,8.6,52.0,60.0,50.0,109.0,5.2,1.9,2501.40,
"2020-10-29 14:00",0.0,1004.0,1004.1,1003.5,1716.2,19.7,20.9,19.3,8.1,9.6,7.1,47.0,51.0,42.0,120.0,7.1,2.9,1185.38,
"2020-10-06 11:00",0.0,1004.0,1004.5,1003.9,3086.2,19.0,19.1,16.8,10.6,12.5,9.6,58.0,69.0,57.0,168.0,4.9,1.9,2475.44,
"2020-10-29 15:00",0.0,1003.8,1004.0,1003.8,1282.7,20.0,20.8,19.7,9.9,9.9,7.7,52.0,52.0,45.0,85.0,5.6,3.2,951.26,
"2020-10-06 10:00",0.0,1004.4,1004.5,1004.4,2588.0,16.8,17.6,15.7,10.7,11.6,9.5,67.0,75.0,62.0,234.0,3.7,1.8,2301.28,
"2020-10-29 16:00",0.0,1004.1,1004.2,1003.8,1268.5,20.2,20.6,19.9,11.3,11.3,9.5,57.0,57.0,50.0,71.0,6.1,3.0,786.60,
"2020-10-06 17:00",0.0,1000.8,1000.8,1000.5,1039.0,20.9,21.9,20.9,10.8,12.6,10.3,52.0,56.0,48.0,94.0,6.1,2.9,276.86,
"2020-10-17 06:00",0.0,1007.8,1007.8,1006.7,58.3,14.5,14.5,14.1,12.2,12.4,12.0,86.0,88.0,86.0,96.0,5.0,2.5,241.24,
"2020-10-06 16:00",0.0,1000.6,1000.9,1000.4,1809.6,21.9,22.3,21.7,10.7,11.7,8.4,49.0,51.0,41.0,74.0,6.5,3.1,848.23,
"2020-10-17 05:00",0.0,1006.7,1006.7,1006.0,0.0,14.3,14.9,14.3,12.3,12.9,12.3,88.0,89.0,87.0,107.0,5.8,3.0,10.20,
"2020-10-29 10:00",0.0,1003.6,1003.6,1003.2,1211.2,17.8,18.1,16.5,9.7,10.9,9.3,59.0,66.0,58.0,231.0,5.0,2.5,1093.12,
"2020-10-06 15:00",0.0,1000.9,1001.5,1000.8,2461.0,22.1,22.6,21.5,9.6,12.2,9.5,45.0,54.0,44.0,116.0,5.3,2.8,1483.05,
"2020-10-29 11:00",0.0,1003.9,1004.0,1003.6,1160.6,17.9,18.7,17.7,9.5,10.5,8.8,58.0,60.0,55.0,206.0,5.3,2.3,862.17,
"2020-10-06 14:00",0.0,1001.5,1002.1,1001.5,2959.9,21.6,22.1,20.9,9.8,13.2,9.4,47.0,58.0,45.0,106.0,4.6,2.4,1989.11,
"2020-10-29 12:00",0.0,1003.8,1004.0,1003.8,1317.5,18.8,18.9,17.5,9.6,10.2,9.1,55.0,60.0,55.0,214.0,5.3,2.4,1206.93,
"2020-10-09 13:00",0.0,1001.1,1001.6,1001.1,2941.5,23.0,23.0,20.5,12.9,13.1,10.8,53.0,61.0,51.0,35.0,3.9,1.1,2226.78,
